,Title,Year,Genre,Awards,Metascore,BoxOffice
444,Minority Report,2002,"Action, Crime, Mystery, Sci-Fi, Thriller",Nominated for 1 Oscar. Another 19 wins & 85 nominations.,80,"$132,000,000"
445,Juwanna Mann,2002,"Comedy, Drama, Romance, Sport",1 nomination.,24,"$13,434,906"
447,Sunshine State,2002,"Drama, Romance",7 wins & 3 nominations.,69,"$2,836,157"
448,Hey Arnold! The Movie,2002,"Animation, Adventure, Comedy, Family",1 nomination.,47,"$13,590,494"
449,Mr. Deeds,2002,"Comedy, Romance",5 wins & 9 nominations.,24,"$126,203,320"
400,Sorority Boys,2002,Comedy,1 win & 1 nomination.,25,"$10,185,819"
450,Halloween: Resurrection,2002,"Horror, Thriller",1 win & 1 nomination.,19,"$30,259,652"
429,Spirit: Stallion of the Cimarron,2002,"Animation, Adventure, Drama, Family, Western",Nominated for 1 Oscar. Another 10 wins & 21 nominations.,52,"$73,215,310"
428,Irreversible,2002,"Crime, Drama, Mystery, Thriller",3 wins & 10 nominations.,51,"$573,018"
446,Lilo & Stitch,2002,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",Nominated for 1 Oscar. Another 10 wins & 26 nominations.,73,"$145,771,527"
426,All or Nothing,2002,Drama,3 wins & 13 nominations.,72,N/A
405,Panic Room,2002,"Crime, Drama, Thriller",1 win & 9 nominations.,65,"$95,308,367"
427,Ararat,2002,"Drama, War",12 wins & 13 nominations.,62,N/A
406,Barbershop,2002,"Comedy, Drama",1 win & 17 nominations.,66,"$75,074,950"
403,Death to Smoochy,2002,"Comedy, Crime, Drama, Thriller",2 nominations.,38,"$8,308,230"
407,High Crimes,2002,"Crime, Drama, Mystery, Thriller",2 nominations.,48,N/A
408,Big Trouble,2002,"Comedy, Crime, Thriller",N/A,47,N/A
409,Changing Lanes,2002,"Drama, Thriller",7 nominations.,69,"$66,650,688"
410,Bend It Like Beckham,2002,"Comedy, Drama, Romance, Sport",Nominated for 1 Golden Globe. Another 17 wins & 19 nominations.,66,"$32,441,165"
411,The Sweetest Thing,2002,"Comedy, Romance",1 win & 4 nominations.,32,"$24,430,272"
412,The Scorpion King,2002,"Action, Adventure, Fantasy, Thriller",2 wins & 3 nominations.,45,"$90,341,670"
402,The Rookie,2002,"Drama, Family, Sport",5 wins & 4 nominations.,72,"$75,456,736"
421,Unfaithful,2002,"Drama, Thriller",Nominated for 1 Oscar. Another 3 wins & 14 nominations.,63,"$52,655,427"
414,Life or Something Like It,2002,"Comedy, Romance",1 nomination.,31,"$14,400,987"
424,The Importance of Being Earnest,2002,"Comedy, Drama, Romance",2 wins & 2 nominations.,60,N/A
422,Star Wars: Episode II - Attack of the Clones,2002,"Action, Adventure, Fantasy, Sci-Fi",Nominated for 1 Oscar. Another 16 wins & 58 nominations.,54,"$307,900,000"
420,The New Guy,2002,Comedy,1 nomination.,24,"$28,972,187"
423,Raising Victor Vargas,2002,"Drama, Romance",4 wins & 14 nominations.,83,"$1,965,981"
418,Deuces Wild,2002,"Action, Crime, Drama",1 win & 1 nomination.,16,"$6,044,618"
417,Hollywood Ending,2002,"Comedy, Romance",1 nomination.,46,"$4,781,031"
416,Spider-Man,2002,"Action, Adventure, Sci-Fi",Nominated for 2 Oscars. Another 16 wins & 58 nominations.,73,"$403,706,375"
415,About a Boy,2002,"Comedy, Drama, Romance",Nominated for 1 Oscar. Another 11 wins & 29 nominations.,75,"$40,566,655"
419,Interview with the Assassin,2002,Drama,2 wins & 3 nominations.,60,N/A
663,Lost in Translation,2003,Drama,Won 1 Oscar. Another 97 wins & 126 nominations.,89,"$44,566,004"
668,Party Monster,2003,"Biography, Crime, Drama, Thriller",4 nominations.,36,"$296,665"
664,Intolerable Cruelty,2003,"Comedy, Crime, Romance",3 nominations.,71,"$35,096,190"
665,Code 46,2003,"Drama, Romance, Sci-Fi, Thriller",4 wins & 10 nominations.,57,N/A
666,Dickie Roberts: Former Child Star,2003,Comedy,1 win & 1 nomination.,36,"$22,715,908"
667,The Order,2003,"Horror, Mystery, Thriller",N/A,21,"$7,536,577"
680,Underworld,2003,"Action, Fantasy, Thriller",1 win & 9 nominations.,42,"$51,483,949"
674,Nothing,2003,"Comedy, Fantasy",2 wins & 3 nominations.,N/A,N/A
670,21 Grams,2003,"Crime, Drama, Thriller",Nominated for 2 Oscars. Another 30 wins & 76 nominations.,70,"$16,162,920"
671,Love Actually,2003,"Comedy, Drama, Romance",Nominated for 2 Golden Globes. Another 10 wins & 27 nominations.,55,"$59,365,105"
672,In the Cut,2003,"Mystery, Thriller",1 win & 2 nominations.,46,"$4,717,455"
675,Saints and Soldiers,2003,"Action, Drama, War",16 wins & 2 nominations.,56,"$1,004,940"
676,Once Upon a Time in Mexico,2003,"Action, Thriller",3 wins & 6 nominations.,56,"$55,900,000"
677,The Visual Bible: The Gospel of John,2003,"Biography, Drama, History",1 win & 3 nominations.,52,"$3,862,285"
678,"The Book of Mormon Movie, Volume 1: The Journey",2003,Adventure,N/A,N/A,"$1,064,914"
679,Secondhand Lions,2003,"Comedy, Drama, Family",1 win & 6 nominations.,52,"$41,407,470"
669,Touching the Void,2003,"Documentary, Adventure, Drama, Sport",6 wins & 10 nominations.,82,"$4,527,224"
662,Girl with a Pearl Earring,2003,"Biography, Drama, Romance",Nominated for 3 Oscars. Another 17 wins & 41 nominations.,72,"$11,505,906"
653,Freddy vs. Jason,2003,"Action, Horror",2 wins & 10 nominations.,37,"$82,200,000"
1490,The Company,2003,"Drama, Music, Romance",2 nominations.,73,N/A
642,Lara Croft Tomb Raider: The Cradle of Life,2003,"Action, Adventure, Fantasy",1 win & 3 nominations.,43,"$65,700,000"
681,The Rundown,2003,"Action, Adventure, Comedy, Thriller",2 wins & 3 nominations.,59,"$47,592,825"
643,Seabiscuit,2003,"Drama, History, Sport",Nominated for 7 Oscars. Another 6 wins & 37 nominations.,72,"$120,147,445"
644,Spy Kids 3-D: Game Over,2003,"Action, Adventure, Comedy, Family, Sci-Fi",3 wins & 3 nominations.,57,N/A
645,Gigli,2003,"Comedy, Crime, Romance",12 wins & 13 nominations.,18,N/A
646,All the Real Girls,2003,"Drama, Romance",4 wins & 11 nominations.,71,N/A
647,American Wedding,2003,Comedy,3 wins & 6 nominations.,43,"$104,354,205"
648,Freaky Friday,2003,"Comedy, Family, Fantasy, Music, Romance",Nominated for 1 Golden Globe. Another 5 wins & 10 nominations.,70,"$110,180,505"
661,Open Range,2003,"Action, Drama, Romance, Western",1 win & 4 nominations.,67,"$58,260,046"
649,Jeepers Creepers 2,2003,Horror,6 nominations.,36,"$35,200,000"
651,S.W.A.T.,2003,"Action, Adventure, Crime, Thriller",5 wins & 5 nominations.,45,"$116,643,346"
652,The Medallion,2003,"Action, Comedy, Fantasy",2 nominations.,38,"$21,963,412"
654,American Splendor,2003,"Biography, Comedy, Drama",Nominated for 1 Oscar. Another 31 wins & 49 nominations.,90,"$5,977,550"
655,Thirteen,2003,Drama,Nominated for 1 Oscar. Another 14 wins & 48 nominations.,70,"$4,500,238"
656,My Boss's Daughter,2003,"Comedy, Romance",4 nominations.,N/A,N/A
657,Marci X,2003,"Comedy, Music",4 nominations.,20,"$1,528,682"
658,The Battle of Shaker Heights,2003,"Drama, Romance, Comedy",N/A,33,N/A
659,Anything Else,2003,"Comedy, Romance",N/A,43,"$3,135,535"
650,Masked and Anonymous,2003,"Comedy, Drama, Music, Western",1 win.,32,"$115,149"
682,Duplex,2003,Comedy,2 nominations.,50,N/A
706,The Haunted Mansion,2003,"Comedy, Family, Fantasy, Horror, Mystery",1 win & 4 nominations.,34,"$75,759,571"
684,School of Rock,2003,"Comedy, Music",Nominated for 1 Golden Globe. Another 8 wins & 22 nominations.,82,"$81,200,000"
708,Bad Santa,2003,"Comedy, Crime, Drama",Nominated for 1 Golden Globe. Another 1 win & 11 nominations.,70,N/A
709,The Lord of the Rings: The Return of the King,2003,"Adventure, Drama, Fantasy",Won 11 Oscars. Another 197 wins & 122 nominations.,94,"$364,000,000"
710,The Last Samurai,2003,"Action, Drama, History, War",Nominated for 4 Oscars. Another 21 wins & 62 nominations.,55,"$111,000,000"
711,Stuck on You,2003,Comedy,2 nominations.,62,N/A
712,The Statement,2003,"Thriller, Drama",4 wins.,45,"$537,875"
713,Something's Gotta Give,2003,"Comedy, Drama, Romance",Nominated for 1 Oscar. Another 7 wins & 12 nominations.,66,"$121,400,000"
714,House of Sand and Fog,2003,"Crime, Drama",Nominated for 3 Oscars. Another 13 wins & 39 nominations.,71,"$12,924,917"
715,Mona Lisa Smile,2003,Drama,Nominated for 1 Golden Globe. Another 5 nominations.,45,"$63,695,760"
716,Cold Mountain,2003,"Adventure, Drama, History, Romance, War",Won 1 Oscar. Another 18 wins & 101 nominations.,73,N/A
717,Cheaper by the Dozen,2003,"Comedy, Family",2 wins & 7 nominations.,46,"$138,507,634"
718,Silmido,2003,"Action, Drama",7 wins.,N/A,N/A
719,Paycheck,2003,"Action, Crime, Drama, Mystery, Sci-Fi, Thriller",3 wins & 2 nominations.,43,"$53,681,119"
720,Big Fish,2003,"Adventure, Drama, Fantasy, Romance",Nominated for 1 Oscar. Another 68 nominations.,58,"$66,257,002"
930,This Thing of Ours,2003,"Crime, Drama",N/A,36,N/A
862,Malevolence,2003,"Crime, Horror, Mystery",2 wins.,43,N/A
844,The Brown Bunny,2003,Drama,1 win & 3 nominations.,51,N/A
836,Open Water,2003,"Adventure, Drama, Horror, Thriller",2 wins & 6 nominations.,63,"$30,500,882"
707,Timeline,2003,"Action, Adventure, Sci-Fi",N/A,28,"$19,375,474"
683,Out of Time,2003,"Crime, Drama, Mystery, Thriller",4 wins & 7 nominations.,63,N/A
705,Honey,2003,"Drama, Music, Romance",8 nominations.,37,"$30,222,640"
703,Gothika,2003,"Horror, Mystery, Thriller",3 wins & 7 nominations.,38,"$59,537,388"
686,I Love Your Work,2003,"Drama, Mystery",N/A,39,N/A
687,Mystic River,2003,"Crime, Drama, Mystery, Thriller",Won 2 Oscars. Another 53 wins & 142 nominations.,84,"$88,800,000"
688,Elf,2003,"Comedy, Family, Fantasy, Romance",2 wins & 7 nominations.,64,"$173,400,000"
689,Good Boy!,2003,"Comedy, Drama, Family, Fantasy, Sci-Fi",3 nominations.,49,"$37,566,230"
690,Kill Bill: Vol. 1,2003,"Action, Crime, Thriller",Nominated for 1 Golden Globe. Another 27 wins & 99 nominations.,69,N/A
691,Tarnation,2003,"Documentary, Biography",9 wins & 12 nominations.,87,"$417,541"
692,Wonderland,2003,"Crime, Drama, Mystery, Thriller",3 nominations.,43,N/A
693,Beyond Borders,2003,"Adventure, Drama, Romance, War",2 nominations.,32,"$4,394,454"
694,The Singing Detective,2003,"Comedy, Crime, Musical, Mystery",1 win & 3 nominations.,45,"$293,296"
695,Scary Movie 3,2003,Comedy,2 wins & 4 nominations.,49,N/A
696,Radio,2003,"Biography, Drama, Sport",3 wins & 5 nominations.,38,"$52,277,485"
697,Gory Gory Hallelujah,2003,"Comedy, Fantasy, Horror",N/A,N/A,N/A
698,The Matrix Revolutions,2003,"Action, Sci-Fi",4 wins & 30 nominations.,47,"$139,076,032"
699,Shattered Glass,2003,"Drama, History",Nominated for 1 Golden Globe. Another 11 wins & 27 nominations.,73,"$2,105,024"
700,Looney Tunes: Back in Action,2003,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",10 nominations.,64,"$21,000,000"
701,Master and Commander: The Far Side of the World,2003,"Action, Adventure, Drama, History, War",Won 2 Oscars. Another 21 wins & 90 nominations.,81,"$92,100,000"
702,Monster,2003,"Biography, Crime, Drama, Thriller",Won 1 Oscar. Another 29 wins & 25 nominations.,74,"$34,187,787"
704,The Cat in the Hat,2003,"Adventure, Comedy, Family, Fantasy",7 wins & 20 nominations.,19,"$100,446,895"
640,How to Deal,2003,"Comedy, Drama, Romance",N/A,45,"$14,108,518"
641,Bad Boys II,2003,"Action, Comedy, Crime, Thriller",5 wins & 13 nominations.,38,"$138,396,624"
638,The League of Extraordinary Gentlemen,2003,"Action, Adventure, Fantasy, Sci-Fi",12 nominations.,30,"$66,327,144"
574,Good Bye Lenin!,2003,"Comedy, Drama, Romance",Nominated for 1 Golden Globe. Another 33 wins & 19 nominations.,68,"$4,000,000"
575,"Remember Me, My Love",2003,"Comedy, Romance, Drama",8 wins & 28 nominations.,53,N/A
576,Gods and Generals,2003,"Biography, Drama, History, War",1 win & 3 nominations.,30,"$12,900,000"
577,The Life of David Gale,2003,"Crime, Drama, Thriller",3 nominations.,31,"$19,593,740"
578,Old School,2003,Comedy,5 nominations.,54,"$74,608,545"
579,Cradle 2 the Grave,2003,"Action, Crime, Drama, Thriller",6 nominations.,36,"$34,600,000"
580,Bringing Down the House,2003,Comedy,4 wins & 13 nominations.,39,N/A
581,My Life Without Me,2003,"Drama, Romance",16 wins & 15 nominations.,57,N/A
582,Tears of the Sun,2003,"Action, Drama, Thriller, War",2 nominations.,48,"$43,426,961"
583,The Hunted,2003,"Action, Crime, Drama, Thriller",2 nominations.,40,"$34,195,533"
584,Agent Cody Banks,2003,"Action, Adventure, Comedy, Crime, Family, Romance, Thriller",4 nominations.,41,"$47,285,499"
585,Willard,2003,"Drama, Horror, Sci-Fi",1 win & 5 nominations.,61,"$6,779,751"
587,Dreamcatcher,2003,"Drama, Horror, Sci-Fi, Thriller",5 nominations.,35,"$33,700,000"
588,What a Girl Wants,2003,"Comedy, Drama, Family, Romance",1 win.,41,"$35,990,505"
589,Bulletproof Monk,2003,"Action, Comedy, Fantasy, Romance",1 nomination.,40,"$23,020,488"
590,The Core,2003,"Action, Adventure, Sci-Fi, Thriller",N/A,48,"$31,042,346"
592,DysFunktional Family,2003,"Comedy, Documentary",N/A,51,"$2,152,090"
573,The Flower of Evil,2003,Drama,2 nominations.,67,N/A
572,The Jungle Book 2,2003,"Animation, Adventure, Family, Musical",1 win & 9 nominations.,38,"$47,840,957"
571,How to Lose a Guy in 10 Days,2003,"Comedy, Romance",1 win & 8 nominations.,45,"$105,765,605"
570,Shanghai Knights,2003,"Action, Adventure, Comedy",4 nominations.,58,"$60,447,592"
552,Head of State,2003,Comedy,10 nominations.,44,"$37,788,228"
553,The Work and the Story,2003,Comedy,N/A,N/A,N/A
639,Veronica Guerin,2003,"Biography, Crime, Drama, Thriller",Nominated for 1 Golden Globe. Another 3 wins & 13 nominations.,55,N/A
554,The Hebrew Hammer,2003,Comedy,N/A,41,N/A
555,Northfork,2003,"Drama, Fantasy",3 wins & 3 nominations.,64,"$1,278,868"
556,Oldboy,2003,"Action, Drama, Mystery, Thriller",38 wins & 18 nominations.,74,"$637,778"
557,Flywheel,2003,Drama,7 wins.,N/A,N/A
558,Just Married,2003,"Comedy, Romance",9 nominations.,28,N/A
593,A Man Apart,2003,"Action, Crime, Drama, Thriller",1 nomination.,36,"$26,183,197"
559,A Guy Thing,2003,"Comedy, Romance",N/A,27,"$15,408,822"
561,The Mudge Boy,2003,"Crime, Drama, Romance",1 win & 2 nominations.,62,N/A
562,The Cooler,2003,"Drama, Romance",Nominated for 1 Oscar. Another 9 wins & 25 nominations.,69,"$8,179,538"
563,Pieces of April,2003,"Comedy, Drama",Nominated for 1 Oscar. Another 15 wins & 21 nominations.,70,"$2,400,000"
564,Tupac: Resurrection,2003,"Documentary, Biography, Music",Nominated for 1 Oscar. Another 1 win & 5 nominations.,66,"$7,646,264"
565,Darkness Falls,2003,"Fantasy, Horror, Mystery, Thriller",1 win & 2 nominations.,23,"$32,032,215"
566,The Station Agent,2003,"Comedy, Drama",Won 1 BAFTA Film Award. Another 28 wins & 31 nominations.,81,N/A
568,Final Destination 2,2003,"Horror, Thriller",4 nominations.,38,"$46,500,000"
569,The R.M.,2003,"Comedy, Crime, Family",N/A,N/A,"$367,216"
560,Kangaroo Jack,2003,"Action, Adventure, Comedy, Crime, Family",1 win & 9 nominations.,16,N/A
594,Johnny English,2003,"Action, Adventure, Comedy",6 nominations.,51,"$27,972,410"
826,November,2003,"Comedy, Drama",5 wins & 9 nominations.,N/A,N/A
596,House of 1000 Corpses,2003,Horror,4 wins & 8 nominations.,31,"$12,583,510"
620,2 Fast 2 Furious,2003,"Action, Crime, Thriller",4 wins & 13 nominations.,38,"$127,083,765"
621,Mambo Italiano,2003,"Comedy, Drama, Romance",14 nominations.,41,"$6,239,558"
622,Hollywood Homicide,2003,"Action, Comedy, Crime, Thriller",1 win.,47,"$30,013,346"
623,The Triplets of Belleville,2003,"Animation, Comedy, Drama",Nominated for 2 Oscars. Another 19 wins & 38 nominations.,91,N/A
624,Rugrats Go Wild,2003,"Animation, Adventure, Comedy, Family, Fantasy, Musical",2 nominations.,38,"$39,400,000"
625,Dumb and Dumberer: When Harry Met Lloyd,2003,Comedy,1 win & 7 nominations.,19,"$26,096,584"
627,High Tension,2003,"Horror, Thriller",6 wins & 7 nominations.,42,"$3,645,438"
629,Hulk,2003,"Action, Sci-Fi",3 wins & 14 nominations.,54,"$132,122,995"
630,From Justin to Kelly,2003,"Comedy, Musical, Romance",3 wins & 19 nominations.,14,"$4,584,577"
631,The Return,2003,"Drama, Mystery, Thriller",Nominated for 1 Golden Globe. Another 31 wins & 17 nominations.,82,N/A
632,Charlie's Angels: Full Throttle,2003,"Action, Adventure, Comedy, Crime",9 wins & 20 nominations.,48,"$100,685,880"
633,Sinbad: Legend of the Seven Seas,2003,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Romance",9 nominations.,48,"$26,300,000"
634,Terminator 3: Rise of the Machines,2003,"Action, Sci-Fi",3 wins & 21 nominations.,66,"$150,252,753"
635,"Legally Blonde 2: Red, White & Blonde",2003,Comedy,3 wins & 4 nominations.,47,"$89,808,372"
636,Pirates of the Caribbean: The Curse of the Black Pearl,2003,"Action, Adventure, Fantasy",Nominated for 5 Oscars. Another 36 wins & 96 nominations.,63,"$305,343,252"
637,Latter Days,2003,"Comedy, Drama, Romance",3 wins.,45,N/A
595,Malibu's Most Wanted,2003,"Comedy, Crime",3 nominations.,43,"$34,308,901"
619,Wrong Turn,2003,Horror,3 nominations.,32,"$15,176,515"
618,Finding Nemo,2003,"Animation, Adventure, Comedy, Family",Won 1 Oscar. Another 48 wins & 61 nominations.,90,"$380,529,370"
628,Grand Theft Parsons,2003,"Adventure, Comedy, Drama",N/A,46,N/A
616,Bruce Almighty,2003,"Comedy, Drama, Fantasy",7 wins & 8 nominations.,46,"$242,589,580"
597,A Mighty Wind,2003,"Comedy, Music",Nominated for 1 Oscar. Another 14 wins & 27 nominations.,81,"$17,475,811"
598,Chasing Papi,2003,"Comedy, Romance",1 nomination.,33,"$6,052,563"
599,Bon voyage,2003,"Comedy, Drama, Mystery",6 wins & 8 nominations.,68,"$2,284,747"
600,Basic,2003,"Action, Crime, Drama, Mystery, Thriller",3 nominations.,34,"$26,536,120"
601,Holes,2003,"Adventure, Comedy, Drama, Family, Mystery",3 wins & 9 nominations.,71,"$67,325,559"
617,The Italian Job,2003,"Action, Crime, Thriller",8 wins & 7 nominations.,68,"$105,996,316"
604,Confidence,2003,"Crime, Thriller",N/A,59,"$12,148,629"
605,The Lizzie McGuire Movie,2003,"Adventure, Comedy, Family, Music, Romance",2 wins & 3 nominations.,56,"$42,672,630"
606,Identity,2003,"Mystery, Thriller",1 win & 11 nominations.,64,"$51,475,962"
602,The Real Cancun,2003,Documentary,1 win & 3 nominations.,34,"$3,713,002"
608,Owning Mahowny,2003,"Crime, Drama, Thriller",3 wins & 5 nominations.,70,"$726,886"
609,Daddy Day Care,2003,"Comedy, Family",1 win & 6 nominations.,39,"$103,600,000"
607,Under the Tuscan Sun,2003,"Comedy, Drama, Romance",Nominated for 1 Golden Globe. Another 4 nominations.,52,"$43,452,354"
613,Shade,2003,"Crime, Thriller",N/A,40,N/A
614,Osama,2003,Drama,Won 1 Golden Globe. Another 14 wins & 13 nominations.,83,N/A
615,The Barbarian Invasions,2003,"Comedy, Crime, Drama, Mystery, Romance",Won 1 Oscar. Another 48 wins & 33 nominations.,70,N/A
612,Swimming Pool,2003,"Crime, Drama, Mystery, Thriller",2 wins & 18 nominations.,70,"$9,942,554"
610,The Matrix Reloaded,2003,"Action, Sci-Fi",8 wins & 31 nominations.,62,"$281,500,000"
611,11:14,2003,"Crime, Drama, Horror, Mystery, Thriller",1 win & 8 nominations.,65,N/A
855,The Merchant of Venice,2004,"Drama, Romance",Nominated for 1 BAFTA Film Award. Another 2 wins & 6 nominations.,63,"$3,300,000"
861,Resident Evil: Apocalypse,2004,"Action, Horror, Sci-Fi, Thriller",6 wins & 3 nominations.,35,"$50,600,000"
860,Birth,2004,"Drama, Fantasy, Mystery, Thriller",Nominated for 1 Golden Globe. Another 2 wins & 17 nominations.,50,"$5,005,883"
858,Cellular,2004,"Action, Crime, Thriller",2 nominations.,60,"$32,003,620"
857,Kinsey,2004,"Biography, Drama, Romance",Nominated for 1 Oscar. Another 17 wins & 50 nominations.,79,"$10,214,647"
856,Wicker Park,2004,"Drama, Mystery, Romance, Thriller",1 nomination.,40,"$12,831,121"
859,Downfall,2004,"Biography, Drama, History, War",Nominated for 1 Oscar. Another 21 wins & 29 nominations.,82,"$5,475,810"
863,I Heart Huckabees,2004,Comedy,3 wins & 11 nominations.,55,"$12,711,889"
866,On the Outs,2004,Drama,2 wins & 4 nominations.,66,N/A
865,Hotel Rwanda,2004,"Biography, Drama, History, War",Nominated for 3 Oscars. Another 16 wins & 45 nominations.,79,"$23,472,900"
867,Saving Face,2004,"Comedy, Drama, Romance",3 wins & 3 nominations.,65,"$1,000,385"
868,It's All Gone Pete Tong,2004,"Biography, Comedy, Drama",11 wins & 9 nominations.,56,N/A
1629,Shutter,2004,"Horror, Mystery, Thriller",1 win & 1 nomination.,N/A,N/A
869,Wimbledon,2004,"Comedy, Romance, Sport",1 nomination.,59,"$16,831,505"
870,Imaginary Heroes,2004,"Comedy, Drama",1 win & 2 nominations.,53,N/A
871,The Libertine,2004,"Biography, Drama, History, Romance",2 wins & 8 nominations.,44,"$4,756,532"
872,Sky Captain and the World of Tomorrow,2004,"Action, Adventure, Mystery, Sci-Fi, Thriller",8 wins & 19 nominations.,64,"$37,600,000"
873,Shark Tale,2004,"Animation, Adventure, Comedy, Family, Fantasy",Nominated for 1 Oscar. Another 3 wins & 15 nominations.,48,"$160,762,022"
874,Live-In Maid,2004,Drama,7 wins & 8 nominations.,78,N/A
864,Saint Ralph,2004,"Comedy, Drama, Sport",6 wins & 9 nominations.,51,"$656,185"
854,The Sea Inside,2004,"Biography, Drama",Won 1 Oscar. Another 67 wins & 36 nominations.,74,"$1,870,746"
834,Collateral,2004,"Crime, Drama, Thriller",Nominated for 2 Oscars. Another 23 wins & 68 nominations.,71,"$100,003,492"
852,The Cookout,2004,Comedy,5 nominations.,15,"$11,540,112"
828,Thunderbirds,2004,"Action, Adventure, Comedy",1 win & 1 nomination.,36,"$6,768,055"
829,The Bourne Supremacy,2004,"Action, Mystery, Thriller",5 wins & 21 nominations.,73,"$176,049,130"
830,A Home at the End of the World,2004,"Drama, Romance",1 win & 4 nominations.,59,"$887,724"
831,Garden State,2004,"Comedy, Drama, Romance",13 wins & 38 nominations.,67,"$26,706,668"
832,The Manchurian Candidate,2004,"Drama, Mystery, Sci-Fi, Thriller",Nominated for 1 Golden Globe. Another 1 win & 11 nominations.,76,"$65,700,000"
833,The Village,2004,"Drama, Mystery, Thriller",Nominated for 1 Oscar. Another 4 wins & 21 nominations.,44,"$114,170,863"
875,Show Me,2004,"Drama, Thriller",N/A,N/A,N/A
835,Little Black Book,2004,"Comedy, Romance, Drama",1 nomination.,36,"$20,422,207"
827,Catwoman,2004,"Action, Crime, Fantasy",13 wins & 8 nominations.,27,"$40,200,000"
837,The Princess Diaries 2: Royal Engagement,2004,"Comedy, Family, Romance",1 win & 2 nominations.,43,"$95,111,012"
853,Being Julia,2004,"Comedy, Drama, Romance",Nominated for 1 Oscar. Another 8 wins & 18 nominations.,65,"$7,652,647"
838,Raise Your Voice,2004,"Family, Music, Musical, Romance",2 wins & 3 nominations.,33,"$10,411,980"
841,Exorcist: The Beginning,2004,"Horror, Mystery, Thriller",6 nominations.,30,"$41,784,746"
842,Without a Paddle,2004,"Adventure, Comedy, Mystery",N/A,29,"$58,156,435"
843,Anacondas: The Hunt for the Blood Orchid,2004,"Action, Adventure, Horror, Thriller",2 nominations.,40,"$31,500,000"
845,Superbabies: Baby Geniuses 2,2004,"Comedy, Family, Sci-Fi",13 nominations.,9,"$9,016,422"
846,Suspect Zero,2004,"Crime, Horror, Mystery, Thriller",N/A,37,"$8,570,393"
847,Clean,2004,"Drama, Music, Romance",2 wins & 8 nominations.,75,N/A
848,Vanity Fair,2004,Drama,2 wins & 5 nominations.,53,"$16,052,032"
849,Summer Storm,2004,"Comedy, Drama, Romance, Sport",4 wins & 4 nominations.,51,"$100,000"
850,Paparazzi,2004,"Action, Crime, Drama, Thriller",N/A,38,"$15,552,250"
851,As It Is in Heaven,2004,"Comedy, Drama, Music, Romance",Nominated for 1 Oscar. Another 2 wins & 11 nominations.,N/A,N/A
840,My Summer of Love,2004,"Drama, Romance, Thriller",9 wins & 20 nominations.,82,"$859,409"
876,The Last Shot,2004,"Comedy, Romance",N/A,47,"$376,790"
897,Bridget Jones: The Edge of Reason,2004,"Comedy, Drama, Romance",Nominated for 1 Golden Globe. Another 7 nominations.,44,"$40,203,020"
878,Dead Man's Shoes,2004,"Crime, Drama, Thriller",4 wins & 13 nominations.,52,N/A
909,Closer,2004,"Drama, Romance",Nominated for 2 Oscars. Another 21 wins & 47 nominations.,65,"$33,987,757"
910,Agent Cody Banks 2: Destination London,2004,"Action, Adventure, Comedy, Family, Romance, Sci-Fi",N/A,32,"$23,222,861"
911,The Case of the Grinning Cat,2004,Documentary,1 nomination.,79,N/A
912,Blade: Trinity,2004,"Action, Adventure, Horror, Sci-Fi, Thriller",1 nomination.,38,"$52,400,000"
913,The Phantom of the Opera,2004,"Drama, Musical, Romance, Thriller",Nominated for 3 Oscars. Another 6 wins & 39 nominations.,40,"$51,193,556"
914,Ocean's Twelve,2004,"Crime, Thriller",3 wins & 8 nominations.,58,"$125,402,117"
915,The Life Aquatic with Steve Zissou,2004,"Action, Adventure, Comedy, Drama, Romance",3 wins & 10 nominations.,62,N/A
916,Fat Albert,2004,"Comedy, Family, Fantasy, Romance",1 nomination.,39,"$47,971,571"
917,Million Dollar Baby,2004,"Drama, Sport",Won 4 Oscars. Another 63 wins & 83 nominations.,86,"$100,422,786"
918,Flight of the Phoenix,2004,"Action, Adventure, Drama, Thriller",2 nominations.,47,"$20,900,803"
919,The Aviator,2004,"Biography, Drama",Won 5 Oscars. Another 81 wins & 130 nominations.,77,"$102,563,679"
921,Spanglish,2004,"Comedy, Drama, Romance",Nominated for 1 Golden Globe. Another 5 wins & 14 nominations.,48,"$42,044,321"
922,Beyond the Sea,2004,"Biography, Drama, Music, Musical",Nominated for 1 Golden Globe. Another 5 nominations.,46,"$6,144,806"
923,Meet the Fockers,2004,"Comedy, Romance",2 wins & 7 nominations.,41,"$279,167,575"
924,In Good Company,2004,"Comedy, Drama, Romance",2 wins & 8 nominations.,66,"$45,489,752"
949,"Peace, Propaganda & the Promised Land",2004,Documentary,N/A,57,N/A
986,House of D,2004,"Comedy, Drama",N/A,33,"$371,081"
996,Fighting Tommy Riley,2004,"Drama, Sport",1 win.,53,N/A
1039,My Date with Drew,2004,Documentary,11 wins.,51,"$85,222"
1041,Yes,2004,"Drama, Romance",2 wins & 2 nominations.,55,"$228,081"
1099,Camping sauvage,2004,"Comedy, Crime",1 win & 4 nominations.,N/A,N/A
908,The Work and the Glory,2004,"Romance, Drama",N/A,N/A,"$2,962,768"
907,Christmas with the Kranks,2004,"Comedy, Family",3 wins & 4 nominations.,22,"$73,701,902"
