,Title,Year,Genre,Awards,Metascore,BoxOffice
503,Brown Sugar,2002,"Romance, Comedy, Drama, Music",2 wins & 18 nominations.,58,"$27,186,836"
460,The Crocodile Hunter: Collision Course,2002,"Action, Adventure, Comedy, Family",1 win & 1 nomination.,50,"$28,286,973"
461,Austin Powers in Goldmember,2002,"Action, Adventure, Comedy, Crime",5 wins & 21 nominations.,62,"$213,079,163"
462,Martin Lawrence Live: Runteldat,2002,"Documentary, Comedy",N/A,40,"$19,065,844"
463,Full Frontal,2002,"Comedy, Romance",1 nomination.,45,N/A
464,The Master of Disguise,2002,"Adventure, Comedy, Family, Fantasy",1 win & 6 nominations.,12,"$40,400,000"
479,Ripley's Game,2002,"Crime, Drama, Mystery, Thriller",3 nominations.,N/A,N/A
465,Signs,2002,"Drama, Mystery, Sci-Fi, Thriller",3 wins & 32 nominations.,59,"$227,935,522"
468,Blue Crush,2002,"Drama, Romance, Sport",1 win & 7 nominations.,61,"$1,080,072"
469,Feardotcom,2002,"Crime, Horror, Thriller",3 wins & 3 nominations.,16,"$13,138,876"
470,xXx,2002,"Action, Adventure, Thriller",4 wins & 14 nominations.,48,"$141,134,092"
471,The Adventures of Pluto Nash,2002,"Comedy, Action, Sci-Fi",1 win & 12 nominations.,12,"$4,366,829"
472,Serving Sara,2002,"Comedy, Romance",N/A,18,"$16,881,019"
473,One Hour Photo,2002,"Drama, Thriller",6 wins & 21 nominations.,64,N/A
474,The Guru,2002,"Comedy, Music, Romance",1 nomination.,47,"$2,867,996"
475,Lilya 4-Ever,2002,"Crime, Drama",12 wins & 11 nominations.,82,N/A
476,Undisputed,2002,"Action, Crime, Drama, Sport",2 nominations.,58,N/A
477,Frida,2002,"Biography, Drama, Romance",Won 2 Oscars. Another 15 wins & 46 nominations.,61,"$25,681,203"
466,Blood Work,2002,"Action, Crime, Drama, Mystery, Thriller",1 win.,64,"$26,200,000"
504,Bowling for Columbine,2002,"Documentary, Crime, Drama",Won 1 Oscar. Another 40 wins & 12 nominations.,72,"$21,300,000"
526,The Emperor's Club,2002,Drama,2 nominations.,49,"$13,954,465"
506,Swept Away,2002,"Comedy, Romance",8 wins & 8 nominations.,18,"$553,102"
534,Maid in Manhattan,2002,"Comedy, Drama, Romance",1 win & 8 nominations.,45,"$93,815,117"
535,Spider,2002,"Drama, Mystery, Thriller",13 wins & 24 nominations.,83,"$1,278,369"
536,About Schmidt,2002,"Comedy, Drama",Nominated for 2 Oscars. Another 25 wins & 69 nominations.,85,"$65,000,000"
537,Drumline,2002,"Comedy, Drama, Romance, Music",12 nominations.,63,"$56,178,945"
538,Star Trek: Nemesis,2002,"Action, Adventure, Sci-Fi, Thriller",1 win & 4 nominations.,51,"$43,056,895"
539,Dark Blue,2002,"Crime, Drama, Thriller",4 nominations.,57,"$9,059,588"
540,Gangs of New York,2002,"Crime, Drama",Nominated for 10 Oscars. Another 50 wins & 124 nominations.,72,"$77,605,296"
541,25th Hour,2002,Drama,Nominated for 1 Golden Globe. Another 4 wins & 14 nominations.,67,N/A
542,The Lord of the Rings: The Two Towers,2002,"Adventure, Drama, Fantasy",Won 2 Oscars. Another 118 wins & 137 nominations.,87,"$339,700,000"
543,Two Weeks Notice,2002,"Comedy, Romance",2 wins & 3 nominations.,42,"$93,300,000"
544,Hero,2002,"Action, Adventure, History",Nominated for 1 Oscar. Another 37 wins & 39 nominations.,85,N/A
545,Antwone Fisher,2002,"Biography, Drama",19 wins & 22 nominations.,62,"$20,813,967"
546,The Wild Thornberrys Movie,2002,"Animation, Adventure, Comedy, Family, Fantasy",Nominated for 1 Oscar. Another 12 nominations.,69,"$39,766,440"
547,Catch Me If You Can,2002,"Biography, Crime, Drama",Nominated for 2 Oscars. Another 13 wins & 41 nominations.,75,"$164,400,000"
549,Nicholas Nickleby,2002,"Adventure, Drama, Romance",Nominated for 1 Golden Globe. Another 1 win & 4 nominations.,71,"$1,309,849"
550,The Hours,2002,"Drama, Romance",Won 1 Oscar. Another 41 wins & 125 nominations.,80,"$41,465,765"
551,Confessions of a Dangerous Mind,2002,"Biography, Comedy, Crime, Drama, Romance, Thriller",7 wins & 12 nominations.,67,N/A
567,Whale Rider,2002,"Drama, Family",Nominated for 1 Oscar. Another 33 wins & 34 nominations.,80,"$20,661,128"
591,The Good Thief,2002,"Action, Crime, Drama, Romance, Thriller",1 win & 1 nomination.,68,"$3,416,785"
660,Civil Brand,2002,"Drama, Thriller, Crime",4 wins & 1 nomination.,29,"$123,580"
454,Road to Perdition,2002,"Crime, Drama, Thriller",Won 1 Oscar. Another 22 wins & 79 nominations.,72,"$104,054,514"
533,Adaptation.,2002,"Comedy, Drama",Won 1 Oscar. Another 64 wins & 100 nominations.,83,"$22,184,735"
532,Equilibrium,2002,"Action, Drama, Sci-Fi, Thriller",2 nominations.,33,N/A
531,Analyze That,2002,"Comedy, Crime",1 win.,37,"$32,070,920"
530,Extreme Ops,2002,"Action, Adventure, Thriller",1 nomination.,17,"$4,710,622"
507,White Oleander,2002,Drama,3 wins & 7 nominations.,61,"$16,297,019"
508,The Rules of Attraction,2002,"Comedy, Drama, Romance",2 wins & 3 nominations.,50,"$6,466,416"
509,Abandon,2002,"Drama, Music, Mystery, Romance, Thriller",1 nomination.,36,"$10,684,049"
510,Auto Focus,2002,"Biography, Crime, Drama",6 nominations.,66,"$1,818,622"
511,Jackass: The Movie,2002,"Documentary, Action, Comedy",1 win & 7 nominations.,42,"$64,209,101"
512,Time Changer,2002,"Drama, Fantasy, Sci-Fi",N/A,26,N/A
513,Ghost Ship,2002,Horror,1 nomination.,28,"$30,100,000"
514,Punch-Drunk Love,2002,"Comedy, Drama, Romance, Thriller",Nominated for 1 Golden Globe. Another 14 wins & 35 nominations.,78,"$17,800,000"
515,28 Days Later...,2002,"Drama, Horror, Sci-Fi, Thriller",10 wins & 31 nominations.,73,"$44,900,469"
516,I Spy,2002,"Action, Adventure, Comedy, Thriller",2 wins & 6 nominations.,35,N/A
505,Tuck Everlasting,2002,"Drama, Family, Fantasy, Romance",1 win & 3 nominations.,66,"$19,032,871"
517,The Santa Clause 2,2002,"Comedy, Family, Fantasy",1 win & 3 nominations.,48,"$139,225,854"
2694,Ernest,2002,Short,1 win.,N/A,N/A
520,Femme Fatale,2002,"Crime, Drama, Mystery, Thriller",2 wins & 3 nominations.,59,"$6,543,347"
521,8 Mile,2002,"Drama, Music",Won 1 Oscar. Another 14 wins & 21 nominations.,77,"$116,638,030"
522,Harry Potter and the Chamber of Secrets,2002,"Adventure, Family, Fantasy, Mystery",Nominated for 3 BAFTA Film Awards. Another 11 wins & 42 nominations.,63,"$261,835,892"
523,Half Past Dead,2002,"Action, Crime, Thriller",4 nominations.,23,"$15,361,537"
524,Die Another Day,2002,"Action, Adventure, Thriller",Nominated for 1 Golden Globe. Another 6 wins & 34 nominations.,56,"$160,201,106"
525,People I Know,2002,"Crime, Drama",N/A,53,N/A
527,The Quiet American,2002,"Drama, Mystery, Romance, Thriller, War",Nominated for 1 Oscar. Another 13 wins & 13 nominations.,84,N/A
528,Friday After Next,2002,"Comedy, Drama",N/A,35,"$32,983,713"
529,Treasure Planet,2002,"Animation, Adventure, Family, Sci-Fi",Nominated for 1 Oscar. Another 1 win & 13 nominations.,60,"$38,120,554"
518,They,2002,"Horror, Mystery, Thriller",1 win & 1 nomination.,31,"$12,575,046"
548,Chicago,2002,"Comedy, Crime, Musical",Won 6 Oscars. Another 51 wins & 128 nominations.,82,N/A
413,Murder by Numbers,2002,"Crime, Mystery, Thriller",2 nominations.,50,N/A
451,Like Mike,2002,"Comedy, Family, Fantasy, Sport",1 win & 6 nominations.,47,"$51,362,626"
377,Rabbit-Proof Fence,2002,"Adventure, Biography, Drama, History",Nominated for 1 Golden Globe. Another 23 wins & 24 nominations.,80,"$6,031,193"
378,City of God,2002,"Crime, Drama",Nominated for 4 Oscars. Another 66 wins & 38 nominations.,79,N/A
379,Collateral Damage,2002,"Action, Drama, Thriller",N/A,33,"$39,965,988"
380,Big Fat Liar,2002,"Adventure, Comedy, Family",1 win & 3 nominations.,36,"$47,811,275"
381,Rollerball,2002,"Action, Sci-Fi, Sport",5 wins & 3 nominations.,14,N/A
382,Queen of the Damned,2002,"Drama, Fantasy, Horror",7 nominations.,30,"$31,000,000"
383,Amen.,2002,"Biography, Crime, Drama, War",4 wins & 8 nominations.,57,N/A
384,Peter Pan 2: Return to Never Land,2002,"Animation, Adventure, Family, Fantasy",4 nominations.,49,"$48,325,822"
385,John Q,2002,"Crime, Drama, Thriller",2 wins & 8 nominations.,30,"$71,026,631"
386,Hart's War,2002,"Drama, War",1 win.,49,"$19,003,827"
387,Crossroads,2002,"Comedy, Drama, Romance",2 wins & 15 nominations.,27,"$37,053,263"
388,My Big Fat Greek Wedding,2002,"Comedy, Drama, Romance",Nominated for 1 Oscar. Another 20 wins & 28 nominations.,62,"$241,250,669"
389,Sex with Strangers,2002,"Documentary, Drama",N/A,44,N/A
390,Dragonfly,2002,"Drama, Fantasy, Mystery, Romance, Thriller",1 nomination.,25,"$30,063,805"
391,Dracula: Pages from a Virgin's Diary,2002,"Horror, Musical",4 wins & 2 nominations.,84,N/A
392,40 Days and 40 Nights,2002,"Comedy, Romance",1 win & 2 nominations.,53,N/A
393,We Were Soldiers,2002,"Action, Drama, History, War",3 wins & 5 nominations.,65,"$78,064,284"
394,The Time Machine,2002,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 2 wins & 3 nominations.,42,"$56,684,819"
395,All About the Benjamins,2002,"Action, Comedy, Crime, Thriller",N/A,34,"$25,482,931"
396,Ice Age,2002,"Animation, Adventure, Comedy, Family, Fantasy",Nominated for 1 Oscar. Another 5 wins & 29 nominations.,60,"$176,400,000"
397,Resident Evil,2002,"Action, Horror, Sci-Fi",6 nominations.,33,"$39,532,308"
376,Slackers,2002,"Comedy, Romance",N/A,12,"$4,814,244"
398,Clockstoppers,2002,"Action, Adventure, Comedy, Sci-Fi, Thriller",N/A,40,"$36,900,146"
375,The Singles Ward,2002,"Comedy, Drama, Romance",N/A,N/A,"$1,136,236"
373,The Mothman Prophecies,2002,"Drama, Horror, Mystery, Thriller",1 win & 2 nominations.,52,"$35,228,696"
350,Real Women Have Curves,2002,"Comedy, Drama",7 wins & 4 nominations.,71,"$5,677,043"
351,Fabled,2002,"Drama, Mystery, Thriller",N/A,N/A,N/A
3412,Cabin Fever,2002,Horror,2 wins & 12 nominations.,56,"$21,113,424"
353,The Slaughter Rule,2002,"Drama, Sport",2 wins & 2 nominations.,65,N/A
354,City of Ghosts,2002,"Crime, Drama, Thriller",N/A,57,"$275,998"
355,The Heart of Me,2002,"Drama, Romance",3 wins & 1 nomination.,53,N/A
356,Morvern Callar,2002,Drama,10 wins & 16 nominations.,78,N/A
358,8 Women,2002,"Comedy, Crime, Musical, Romance",11 wins & 30 nominations.,64,N/A
452,Men in Black II,2002,"Action, Adventure, Comedy, Mystery, Sci-Fi",4 wins & 15 nominations.,49,"$190,400,000"
360,Secretary,2002,"Comedy, Drama, Romance",Nominated for 1 Golden Globe. Another 15 wins & 25 nominations.,63,"$3,806,471"
361,The Good Girl,2002,"Drama, Romance",5 wins & 16 nominations.,71,N/A
362,Better Luck Tomorrow,2002,"Crime, Drama, Romance",1 win & 2 nominations.,67,"$3,687,324"
363,Gerry,2002,"Adventure, Drama, Mystery",2 wins & 7 nominations.,54,N/A
364,May,2002,"Drama, Horror",9 wins & 8 nominations.,58,N/A
365,Narc,2002,"Crime, Drama, Mystery, Thriller",1 win & 8 nominations.,70,"$10,237,964"
366,The Business of Fancydancing,2002,"Drama, Music",7 wins.,49,N/A
367,Manito,2002,"Drama, Family",8 wins & 6 nominations.,71,N/A
368,Bloody Sunday,2002,"Drama, History, War",19 wins & 21 nominations.,90,"$800,000"
370,Snow Dogs,2002,"Adventure, Comedy, Family, Sport",1 win.,29,"$81,110,575"
371,The Count of Monte Cristo,2002,"Action, Adventure, Drama, Romance, Thriller",N/A,61,"$54,111,443"
372,Kung Pow: Enter the Fist,2002,"Action, Comedy",1 win & 1 nomination.,14,"$15,943,478"
374,A Walk to Remember,2002,"Drama, Romance",4 wins & 2 nominations.,35,"$41,090,572"
399,Stolen Summer,2002,Drama,N/A,36,"$119,841"
359,Blue Car,2002,Drama,1 win & 5 nominations.,76,N/A
401,Blade II,2002,"Action, Horror, Sci-Fi, Thriller",6 wins & 10 nominations.,52,"$82,000,000"
430,Insomnia,2002,"Drama, Mystery, Thriller",1 win & 10 nominations.,78,"$67,300,000"
431,Welcome to Collinwood,2002,"Comedy, Crime",1 nomination.,61,"$75,180"
432,Enough,2002,"Crime, Drama, Thriller",4 nominations.,25,"$39,177,215"
433,The Sum of All Fears,2002,"Action, Drama, Thriller, War",2 wins & 4 nominations.,45,"$118,471,320"
434,Undercover Brother,2002,"Action, Comedy",1 win & 7 nominations.,69,"$38,230,435"
435,Spun,2002,"Comedy, Crime, Drama",2 nominations.,41,"$237,676"
436,Divine Secrets of the Ya-Ya Sisterhood,2002,Drama,1 win & 7 nominations.,48,"$69,542,820"
437,Bad Company,2002,"Action, Adventure, Comedy, Thriller",N/A,37,"$30,128,152"
438,Poolhall Junkies,2002,"Comedy, Drama, Sport, Thriller",1 nomination.,36,"$504,507"
439,Bubba Ho-Tep,2002,"Comedy, Fantasy, Horror, Mystery, Western",7 wins & 10 nominations.,57,N/A
440,Windtalkers,2002,"Action, Drama, War",3 wins & 4 nominations.,51,"$40,531,308"
441,The Dangerous Lives of Altar Boys,2002,"Comedy, Drama",2 wins.,69,N/A
442,The Bourne Identity,2002,"Action, Mystery, Thriller",3 wins & 5 nominations.,68,"$121,500,000"
