,Title,Year,Genre,Awards,Metascore,BoxOffice
220,Kate & Leopold,2001,"Comedy, Fantasy, Romance",Nominated for 1 Oscar. Another 1 win & 4 nominations.,44.0,"$47,095,453"
285,Donnie Darko,2001,"Drama, Sci-Fi, Thriller",11 wins & 15 nominations.,88.0,$0
284,Dogtown and Z-Boys,2001,"Documentary, Sport",7 wins & 6 nominations.,76.0,"$1,187,606"
283,Save the Last Dance,2001,"Drama, Music, Romance",6 wins & 8 nominations.,53.0,$0
280,The Pledge,2001,"Crime, Drama, Mystery, Thriller",1 win & 6 nominations.,71.0,"$18,894,185"
281,Double Take,2001,"Action, Comedy, Crime, Thriller",none,25.0,$0
286,Super Troopers,2001,"Comedy, Crime, Mystery",1 win.,48.0,"$18,380,350"
279,American Desi,2001,"Comedy, Drama, Romance",none,50.0,"$630,133"
282,Antitrust,2001,"Action, Crime, Drama, Thriller",2 wins & 3 nominations.,31.0,"$10,965,209"
287,The Business of Strangers,2001,"Drama, Thriller",4 wins & 6 nominations.,67.0,"$495,907"
294,Valentine,2001,"Horror, Mystery, Thriller",1 win.,18.0,"$19,755,422"
289,The Caveman's Valentine,2001,"Crime, Drama, Music",4 nominations.,44.0,$0
290,L.I.E.,2001,"Crime, Drama",20 wins & 18 nominations.,73.0,$0
291,Madison,2001,"Drama, Sport",none,43.0,"$466,285"
292,The Wedding Planner,2001,"Comedy, Romance",2 wins & 6 nominations.,33.0,$0
293,Recess: School's Out,2001,"Animation, Comedy, Family, Mystery, Sci-Fi",none,43.0,"$34,801,195"
296,The Tailor of Panama,2001,"Comedy, Drama, Thriller",1 win & 1 nomination.,66.0,"$13,123,070"
295,Head Over Heels,2001,"Comedy, Mystery, Romance",none,27.0,"$9,892,550"
278,The Others,2001,"Horror, Mystery, Thriller",Nominated for 1 Golden Globe. Another 28 wins & 51 nominations.,74.0,"$96,080,075"
277,Harvard Man,2001,"Comedy, Crime, Drama, Romance, Thriller",none,49.0,$0
339,Lara Croft: Tomb Raider,2001,"Action, Adventure, Fantasy, Thriller",4 wins & 18 nominations.,33.0,"$129,512,407"
258,See Spot Run,2001,"Action, Comedy, Crime, Family",1 nomination.,24.0,"$32,486,094"
324,Bridget Jones's Diary,2001,"Comedy, Drama, Romance",Nominated for 1 Oscar. Another 8 wins & 29 nominations.,66.0,$0
302,A.I. Artificial Intelligence,2001,"Adventure, Drama, Sci-Fi",Nominated for 2 Oscars. Another 16 wins & 67 nominations.,65.0,$0
303,Jeepers Creepers,2001,"Horror, Mystery",3 wins & 6 nominations.,49.0,$0
304,Final Fantasy: The Spirits Within,2001,"Animation, Action, Adventure, Fantasy, Romance, Sci-Fi",3 wins & 10 nominations.,49.0,$0
305,Scary Movie 2,2001,Comedy,3 wins & 4 nominations.,29.0,$0
306,Kiss of the Dragon,2001,"Action, Crime, Drama, Thriller",none,58.0,"$34,705,149"
307,Legally Blonde,2001,"Comedy, Romance",Nominated for 2 Golden Globes. Another 6 wins & 10 nominations.,59.0,"$95,001,351"
308,The Score,2001,"Crime, Drama, Thriller",1 win & 1 nomination.,71.0,"$70,307,038"
310,High Heels and Low Lifes,2001,"Action, Drama, Comedy",1 nomination.,39.0,$0
311,America's Sweethearts,2001,"Comedy, Romance",1 win & 2 nominations.,44.0,"$93,008,426"
312,Jurassic Park III,2001,"Action, Adventure, Sci-Fi, Thriller",5 wins & 15 nominations.,42.0,$0
313,Hedwig and the Angry Inch,2001,"Comedy, Drama, Music, Musical",Nominated for 1 Golden Globe. Another 28 wins & 32 nominations.,85.0,"$1,547,128"
314,Spirited Away,2001,"Animation, Adventure, Family, Fantasy, Mystery",Won 1 Oscar. Another 56 wins & 27 nominations.,96.0,"$9,855,615"
315,Ghost World,2001,"Comedy, Drama",Nominated for 1 Oscar. Another 28 wins & 55 nominations.,88.0,"$4,694,484"
316,Jason X,2001,"Action, Horror, Sci-Fi, Thriller",1 nomination.,25.0,"$12,610,731"
317,Planet of the Apes,2001,"Action, Adventure, Sci-Fi, Thriller",Nominated for 2 BAFTA Film Awards. Another 10 wins & 27 nominations.,50.0,"$178,094,583"
318,Joe Dirt,2001,"Adventure, Comedy, Drama",1 win & 3 nominations.,20.0,"$27,087,695"
319,Baby Boy,2001,"Crime, Drama, Romance, Thriller",1 win & 14 nominations.,55.0,"$27,823,989"
300,Crazy/Beautiful,2001,"Drama, Romance",5 nominations.,61.0,"$16,162,786"
321,Shaolin Soccer,2001,"Action, Comedy, Fantasy, Sport",12 wins & 14 nominations.,68.0,"$172,448"
301,Pootie Tang,2001,"Action, Adventure, Comedy, Musical",1 nomination.,31.0,"$2,839,456"
320,Dr. Dolittle 2,2001,"Comedy, Family, Fantasy",3 wins & 6 nominations.,49.0,"$111,484,392"
309,Made,2001,"Comedy, Crime, Drama, Thriller",1 nomination.,62.0,"$3,673,981"
322,Bully,2001,"Biography, Crime, Drama",3 wins & 1 nomination.,45.0,$0
325,Freddy Got Fingered,2001,Comedy,12 wins & 6 nominations.,13.0,"$13,748,199"
326,The Fast and the Furious,2001,"Action, Crime, Thriller",11 wins & 12 nominations.,58.0,"$142,542,950"
327,Amélie,2001,"Comedy, Romance",Nominated for 5 Oscars. Another 58 wins & 65 nominations.,69.0,$0
328,Heist,2001,"Action, Crime, Drama, Thriller",none,66.0,"$23,287,872"
329,The Forsaken,2001,"Horror, Thriller",none,35.0,"$6,258,942"
330,Driven,2001,"Action, Drama, Sport",1 win & 10 nominations.,29.0,$0
331,The Mummy Returns,2001,"Action, Adventure, Fantasy, Thriller",6 wins & 16 nominations.,48.0,"$200,691,120"
333,Kissing Jessica Stein,2001,"Comedy, Drama, Romance",8 wins & 3 nominations.,72.0,"$6,960,929"
334,Mulholland Drive,2001,"Drama, Mystery, Thriller",Nominated for 1 Oscar. Another 47 wins & 57 nominations.,83.0,"$7,077,663"
332,A Knight's Tale,2001,"Action, Adventure, Romance",4 wins & 10 nominations.,56.0,"$55,001,689"
337,What's the Worst That Could Happen?,2001,"Comedy, Crime",none,37.0,"$31,090,224"
338,The Animal,2001,"Comedy, Sci-Fi",5 nominations.,43.0,$0
340,Y Tu Mamá También,2001,"Adventure, Comedy, Drama",Nominated for 1 Oscar. Another 37 wins & 45 nominations.,88.0,"$13,622,333"
341,Swordfish,2001,"Action, Crime, Thriller",5 wins & 8 nominations.,32.0,$0
342,Atlantis: The Lost Empire,2001,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi",2 wins & 14 nominations.,52.0,"$83,561,615"
255,3000 Miles to Graceland,2001,"Action, Comedy, Crime, Thriller",12 nominations.,21.0,"$15,346,114"
336,Shrek,2001,"Animation, Adventure, Comedy, Family, Fantasy",Won 1 Oscar. Another 36 wins & 60 nominations.,84.0,"$266,982,666"
323,Crocodile Dundee in Los Angeles,2001,"Adventure, Comedy, Crime",1 win & 2 nominations.,37.0,"$25,264,107"
299,The Other Side of Heaven,2001,"Adventure, Biography, Drama",1 win.,38.0,$0
344,Igby Goes Down,2002,"Comedy, Drama",Nominated for 2 Golden Globes. Another 7 wins & 15 nominations.,72.0,"$4,624,014"
351,The Banger Sisters,2002,"Comedy, Drama",Nominated for 1 Golden Globe. Another 1 win.,48.0,"$30,194,326"
349,Swimfan,2002,"Drama, Thriller",none,29.0,"$28,303,771"
348,The Four Feathers,2002,"Adventure, Drama, Romance, War",none,49.0,"$18,236,897"
345,Moonlight Mile,2002,"Drama, Romance",1 win & 6 nominations.,59.0,$0
346,Phone Booth,2002,"Crime, Thriller",1 win & 8 nominations.,56.0,"$46,524,362"
352,Sweet Home Alabama,2002,"Comedy, Romance",3 wins & 6 nominations.,45.0,"$127,214,072"
343,Men with Brooms,2002,"Comedy, Drama, Romance, Sport",1 win & 10 nominations.,0.0,$0
347,Ballistic: Ecks vs. Sever,2002,"Action, Crime, Sci-Fi, Thriller",5 nominations.,19.0,"$14,235,059"
353,The Pianist,2002,"Biography, Drama, Music, War",Won 3 Oscars. Another 52 wins & 73 nominations.,85.0,"$32,519,322"
361,Jonah: A VeggieTales Movie,2002,"Animation, Adventure, Comedy, Drama, Family, Musical",2 nominations.,58.0,"$25,408,198"
355,Mondays in the Sun,2002,"Comedy, Drama",45 wins & 19 nominations.,64.0,$0
356,Red Dragon,2002,"Crime, Drama, Thriller",4 wins & 10 nominations.,60.0,"$92,930,005"
357,Cypher,2002,"Mystery, Sci-Fi, Thriller",5 wins & 3 nominations.,0.0,$0
358,Boat Trip,2002,Comedy,1 win & 8 nominations.,18.0,"$8,525,095"
359,Darkness,2002,Horror,2 wins & 3 nominations.,15.0,"$22,036,907"
360,The Transporter,2002,"Action, Crime, Thriller",none,51.0,"$25,221,889"
363,Funny Ha Ha,2002,"Comedy, Drama, Romance",2 wins & 3 nominations.,78.0,$0
362,City by the Sea,2002,"Crime, Drama, Mystery, Thriller",1 nomination.,50.0,"$22,369,941"
364,Dirty Pretty Things,2002,"Crime, Drama, Thriller",Nominated for 1 Oscar. Another 17 wins & 26 nominations.,78.0,"$7,953,388"
365,The Country Bears,2002,"Comedy, Family, Music, Musical",4 nominations.,37.0,"$16,892,873"
354,The Tuxedo,2002,"Action, Comedy, Sci-Fi",2 wins & 1 nomination.,30.0,"$50,189,179"
367,Reign of Fire,2002,"Action, Adventure, Fantasy, Sci-Fi, Thriller",1 win & 3 nominations.,39.0,"$42,929,971"
372,The Crocodile Hunter: Collision Course,2002,"Action, Adventure, Comedy, Family",1 win & 1 nomination.,50.0,"$28,286,973"
368,Eight Legged Freaks,2002,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",1 nomination.,53.0,"$17,231,006"
369,Stuart Little 2,2002,"Animation, Adventure, Comedy, Family, Fantasy",1 win & 4 nominations.,66.0,"$64,736,114"
366,Far from Heaven,2002,Drama,Nominated for 4 Oscars. Another 101 wins & 91 nominations.,84.0,"$15,900,000"
370,K-19: The Widowmaker,2002,"Drama, History, Thriller, War",1 win & 2 nominations.,58.0,"$35,100,183"
371,Brown Sugar,2002,"Romance, Comedy, Drama, Music",2 wins & 18 nominations.,58.0,"$27,186,836"
373,Austin Powers in Goldmember,2002,"Action, Adventure, Comedy, Crime",5 wins & 21 nominations.,62.0,"$213,079,163"
374,Martin Lawrence Live: Runteldat,2002,"Documentary, Comedy",none,40.0,"$19,065,844"
375,Full Frontal,2002,"Comedy, Romance",1 nomination.,45.0,$0
376,The Master of Disguise,2002,"Adventure, Comedy, Family, Fantasy",1 win & 6 nominations.,12.0,"$40,400,000"
377,Ripley's Game,2002,"Crime, Drama, Mystery, Thriller",3 nominations.,0.0,$0
378,Signs,2002,"Drama, Mystery, Sci-Fi, Thriller",3 wins & 32 nominations.,59.0,"$227,935,522"
379,Blue Crush,2002,"Drama, Romance, Sport",1 win & 7 nominations.,61.0,"$1,080,072"
380,Feardotcom,2002,"Crime, Horror, Thriller",3 wins & 3 nominations.,16.0,"$13,138,876"
381,xXx,2002,"Action, Adventure, Thriller",4 wins & 14 nominations.,48.0,"$141,134,092"
382,The Adventures of Pluto Nash,2002,"Comedy, Action, Sci-Fi",1 win & 12 nominations.,12.0,"$4,366,829"
383,Serving Sara,2002,"Comedy, Romance",none,18.0,"$16,881,019"
384,One Hour Photo,2002,"Drama, Thriller",6 wins & 21 nominations.,64.0,$0
385,The Guru,2002,"Comedy, Music, Romance",1 nomination.,47.0,"$2,867,996"
386,Lilya 4-Ever,2002,"Crime, Drama",12 wins & 11 nominations.,82.0,$0
387,Undisputed,2002,"Action, Crime, Drama, Sport",2 nominations.,58.0,$0
388,Frida,2002,"Biography, Drama, Romance",Won 2 Oscars. Another 15 wins & 46 nominations.,61.0,"$25,681,203"
389,Blood Work,2002,"Action, Crime, Drama, Mystery, Thriller",1 win.,64.0,"$26,200,000"
390,Bowling for Columbine,2002,"Documentary, Crime, Drama",Won 1 Oscar. Another 40 wins & 12 nominations.,72.0,"$21,300,000"
391,The Emperor's Club,2002,Drama,2 nominations.,49.0,"$13,954,465"
394,Spider,2002,"Drama, Mystery, Thriller",13 wins & 24 nominations.,83.0,"$1,278,369"
393,Maid in Manhattan,2002,"Comedy, Drama, Romance",1 win & 8 nominations.,45.0,"$93,815,117"
395,About Schmidt,2002,"Comedy, Drama",Nominated for 2 Oscars. Another 25 wins & 69 nominations.,85.0,"$65,000,000"
396,Drumline,2002,"Comedy, Drama, Romance, Music",12 nominations.,63.0,"$56,178,945"
398,Dark Blue,2002,"Crime, Drama, Thriller",4 nominations.,57.0,"$9,059,588"
399,Gangs of New York,2002,"Crime, Drama",Nominated for 10 Oscars. Another 50 wins & 124 nominations.,72.0,"$77,605,296"
400,25th Hour,2002,Drama,Nominated for 1 Golden Globe. Another 4 wins & 14 nominations.,67.0,$0
401,The Lord of the Rings: The Two Towers,2002,"Adventure, Drama, Fantasy",Won 2 Oscars. Another 118 wins & 137 nominations.,87.0,"$339,700,000"
402,Two Weeks Notice,2002,"Comedy, Romance",2 wins & 3 nominations.,42.0,"$93,300,000"
404,Antwone Fisher,2002,"Biography, Drama",19 wins & 22 nominations.,62.0,"$20,813,967"
405,The Wild Thornberrys Movie,2002,"Animation, Adventure, Comedy, Family, Fantasy",Nominated for 1 Oscar. Another 12 nominations.,69.0,"$39,766,440"
397,Star Trek: Nemesis,2002,"Action, Adventure, Sci-Fi, Thriller",1 win & 4 nominations.,51.0,"$43,056,895"
407,Nicholas Nickleby,2002,"Adventure, Drama, Romance",Nominated for 1 Golden Globe. Another 1 win & 4 nominations.,71.0,"$1,309,849"
415,Equilibrium,2002,"Action, Drama, Sci-Fi, Thriller",2 nominations.,33.0,$0
406,Catch Me If You Can,2002,"Biography, Crime, Drama",Nominated for 2 Oscars. Another 13 wins & 41 nominations.,75.0,"$164,400,000"
414,Adaptation.,2002,"Comedy, Drama",Won 1 Oscar. Another 64 wins & 100 nominations.,83.0,"$22,184,735"
413,Road to Perdition,2002,"Crime, Drama, Thriller",Won 1 Oscar. Another 22 wins & 79 nominations.,72.0,"$104,054,514"
412,Civil Brand,2002,"Drama, Thriller, Crime",4 wins & 1 nomination.,29.0,"$123,580"
410,Whale Rider,2002,"Drama, Family",Nominated for 1 Oscar. Another 33 wins & 34 nominations.,80.0,"$20,661,128"
409,Confessions of a Dangerous Mind,2002,"Biography, Comedy, Crime, Drama, Romance, Thriller",7 wins & 12 nominations.,67.0,$0
408,The Hours,2002,"Drama, Romance",Won 1 Oscar. Another 41 wins & 125 nominations.,80.0,"$41,465,765"
411,The Good Thief,2002,"Action, Crime, Drama, Romance, Thriller",1 win & 1 nomination.,68.0,"$3,416,785"
440,They,2002,"Horror, Mystery, Thriller",1 win & 1 nomination.,31.0,"$12,575,046"
417,Extreme Ops,2002,"Action, Adventure, Thriller",1 nomination.,17.0,"$4,710,622"
416,Analyze That,2002,"Comedy, Crime",1 win.,37.0,"$32,070,920"
441,Chicago,2002,"Comedy, Crime, Musical",Won 6 Oscars. Another 51 wins & 128 nominations.,82.0,$0
418,White Oleander,2002,Drama,3 wins & 7 nominations.,61.0,"$16,297,019"
420,Abandon,2002,"Drama, Music, Mystery, Romance, Thriller",1 nomination.,36.0,"$10,684,049"
421,Auto Focus,2002,"Biography, Crime, Drama",6 nominations.,66.0,"$1,818,622"
422,Jackass: The Movie,2002,"Documentary, Action, Comedy",1 win & 7 nominations.,42.0,"$64,209,101"
423,Time Changer,2002,"Drama, Fantasy, Sci-Fi",none,26.0,$0
424,Ghost Ship,2002,Horror,1 nomination.,28.0,"$30,100,000"
425,Punch-Drunk Love,2002,"Comedy, Drama, Romance, Thriller",Nominated for 1 Golden Globe. Another 14 wins & 35 nominations.,78.0,"$17,800,000"
426,28 Days Later...,2002,"Drama, Horror, Sci-Fi, Thriller",10 wins & 31 nominations.,73.0,"$44,900,469"
427,I Spy,2002,"Action, Adventure, Comedy, Thriller",2 wins & 6 nominations.,35.0,$0
428,Tuck Everlasting,2002,"Drama, Family, Fantasy, Romance",1 win & 3 nominations.,66.0,"$19,032,871"
429,The Santa Clause 2,2002,"Comedy, Family, Fantasy",1 win & 3 nominations.,48.0,"$139,225,854"
350,Stealing Harvard,2002,"Comedy, Crime",1 win & 1 nomination.,25.0,"$13,914,181"
430,Ernest,2002,Short,1 win.,0.0,$0
432,8 Mile,2002,"Drama, Music",Won 1 Oscar. Another 14 wins & 21 nominations.,77.0,"$116,638,030"
433,Harry Potter and the Chamber of Secrets,2002,"Adventure, Family, Fantasy, Mystery",Nominated for 3 BAFTA Film Awards. Another 11 wins & 42 nominations.,63.0,"$261,835,892"
434,Half Past Dead,2002,"Action, Crime, Thriller",4 nominations.,23.0,"$15,361,537"
435,Die Another Day,2002,"Action, Adventure, Thriller",Nominated for 1 Golden Globe. Another 6 wins & 34 nominations.,56.0,"$160,201,106"
436,People I Know,2002,"Crime, Drama",none,53.0,$0
437,The Quiet American,2002,"Drama, Mystery, Romance, Thriller, War",Nominated for 1 Oscar. Another 13 wins & 13 nominations.,84.0,$0
438,Friday After Next,2002,"Comedy, Drama",none,35.0,"$32,983,713"
439,Treasure Planet,2002,"Animation, Adventure, Family, Sci-Fi",Nominated for 1 Oscar. Another 1 win & 13 nominations.,60.0,"$38,120,554"
392,Swept Away,2002,"Comedy, Romance",8 wins & 8 nominations.,18.0,"$553,102"
419,The Rules of Attraction,2002,"Comedy, Drama, Romance",2 wins & 3 nominations.,50.0,"$6,466,416"
431,Femme Fatale,2002,"Crime, Drama, Mystery, Thriller",2 wins & 3 nominations.,59.0,"$6,543,347"
403,Hero,2002,"Action, Adventure, History",Nominated for 1 Oscar. Another 37 wins & 39 nominations.,85.0,$0
530,Unfaithful,2002,"Drama, Thriller",Nominated for 1 Oscar. Another 3 wins & 14 nominations.,63.0,"$52,655,427"
505,The Dangerous Lives of Altar Boys,2002,"Comedy, Drama",2 wins.,69.0,$0
490,A Walk to Remember,2002,"Drama, Romance",4 wins & 2 nominations.,35.0,"$41,090,572"
445,City of God,2002,"Crime, Drama",Nominated for 4 Oscars. Another 66 wins & 38 nominations.,79.0,$0
446,Collateral Damage,2002,"Action, Drama, Thriller",none,33.0,"$39,965,988"
448,Rollerball,2002,"Action, Sci-Fi, Sport",5 wins & 3 nominations.,14.0,$0
449,Queen of the Damned,2002,"Drama, Fantasy, Horror",7 nominations.,30.0,"$31,000,000"
450,Amen.,2002,"Biography, Crime, Drama, War",4 wins & 8 nominations.,57.0,$0
451,Peter Pan 2: Return to Never Land,2002,"Animation, Adventure, Family, Fantasy",4 nominations.,49.0,"$48,325,822"
452,John Q,2002,"Crime, Drama, Thriller",2 wins & 8 nominations.,30.0,"$71,026,631"
453,Hart's War,2002,"Drama, War",1 win.,49.0,"$19,003,827"
454,Crossroads,2002,"Comedy, Drama, Romance",2 wins & 15 nominations.,27.0,"$37,053,263"
455,My Big Fat Greek Wedding,2002,"Comedy, Drama, Romance",Nominated for 1 Oscar. Another 20 wins & 28 nominations.,62.0,"$241,250,669"
456,Sex with Strangers,2002,"Documentary, Drama",none,44.0,$0
457,Dragonfly,2002,"Drama, Fantasy, Mystery, Romance, Thriller",1 nomination.,25.0,"$30,063,805"
458,Dracula: Pages from a Virgin's Diary,2002,"Horror, Musical",4 wins & 2 nominations.,84.0,$0
459,40 Days and 40 Nights,2002,"Comedy, Romance",1 win & 2 nominations.,53.0,$0
460,We Were Soldiers,2002,"Action, Drama, History, War",3 wins & 5 nominations.,65.0,"$78,064,284"
461,The Time Machine,2002,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 2 wins & 3 nominations.,42.0,"$56,684,819"
462,All About the Benjamins,2002,"Action, Comedy, Crime, Thriller",none,34.0,"$25,482,931"
463,Ice Age,2002,"Animation, Adventure, Comedy, Family, Fantasy",Nominated for 1 Oscar. Another 5 wins & 29 nominations.,60.0,"$176,400,000"
464,Resident Evil,2002,"Action, Horror, Sci-Fi",6 nominations.,33.0,"$39,532,308"
466,Clockstoppers,2002,"Action, Adventure, Comedy, Sci-Fi, Thriller",none,40.0,"$36,900,146"
444,Rabbit-Proof Fence,2002,"Adventure, Biography, Drama, History",Nominated for 1 Golden Globe. Another 23 wins & 24 nominations.,80.0,"$6,031,193"
491,Stolen Summer,2002,Drama,none,36.0,"$119,841"
465,Slackers,2002,"Comedy, Romance",none,12.0,"$4,814,244"
467,The Singles Ward,2002,"Comedy, Drama, Romance",none,0.0,"$1,136,236"
470,Fabled,2002,"Drama, Mystery, Thriller",none,0.0,$0
476,8 Women,2002,"Comedy, Crime, Musical, Romance",11 wins & 30 nominations.,64.0,$0
475,Morvern Callar,2002,Drama,10 wins & 16 nominations.,78.0,$0
474,The Heart of Me,2002,"Drama, Romance",3 wins & 1 nomination.,53.0,$0
471,Cabin Fever,2002,Horror,2 wins & 12 nominations.,56.0,"$21,113,424"
472,The Slaughter Rule,2002,"Drama, Sport",2 wins & 2 nominations.,65.0,$0
477,Men in Black II,2002,"Action, Adventure, Comedy, Mystery, Sci-Fi",4 wins & 15 nominations.,49.0,"$190,400,000"
473,City of Ghosts,2002,"Crime, Drama, Thriller",none,57.0,"$275,998"
478,Secretary,2002,"Comedy, Drama, Romance",Nominated for 1 Golden Globe. Another 15 wins & 25 nominations.,63.0,"$3,806,471"
486,Bloody Sunday,2002,"Drama, History, War",19 wins & 21 nominations.,90.0,"$800,000"
480,Better Luck Tomorrow,2002,"Crime, Drama, Romance",1 win & 2 nominations.,67.0,"$3,687,324"
481,Gerry,2002,"Adventure, Drama, Mystery",2 wins & 7 nominations.,54.0,$0
482,May,2002,"Drama, Horror",9 wins & 8 nominations.,58.0,$0
483,Narc,2002,"Crime, Drama, Mystery, Thriller",1 win & 8 nominations.,70.0,"$10,237,964"
484,The Business of Fancydancing,2002,"Drama, Music",7 wins.,49.0,$0
485,Manito,2002,"Drama, Family",8 wins & 6 nominations.,71.0,$0
488,The Count of Monte Cristo,2002,"Action, Adventure, Drama, Romance, Thriller",none,61.0,"$54,111,443"
487,Snow Dogs,2002,"Adventure, Comedy, Family, Sport",1 win.,29.0,"$81,110,575"
489,Kung Pow: Enter the Fist,2002,"Action, Comedy",1 win & 1 nomination.,14.0,"$15,943,478"
468,The Mothman Prophecies,2002,"Drama, Horror, Mystery, Thriller",1 win & 2 nominations.,52.0,"$35,228,696"
479,The Good Girl,2002,"Drama, Romance",5 wins & 16 nominations.,71.0,$0
447,Big Fat Liar,2002,"Adventure, Comedy, Family",1 win & 3 nominations.,36.0,"$47,811,275"
536,Deuces Wild,2002,"Action, Crime, Drama",1 win & 1 nomination.,16.0,"$6,044,618"
469,Real Women Have Curves,2002,"Comedy, Drama",7 wins & 4 nominations.,71.0,"$5,677,043"
520,Ararat,2002,"Drama, War",12 wins & 13 nominations.,62.0,$0
496,Enough,2002,"Crime, Drama, Thriller",4 nominations.,25.0,"$39,177,215"
497,The Sum of All Fears,2002,"Action, Drama, Thriller, War",2 wins & 4 nominations.,45.0,"$118,471,320"
